onetsoc_code	title	title_nb	description	description_nb	changed
"51-6051.00"	"Sewers, Hand"	"Syer, håndsøm"	"Sew, join, reinforce, or finish, usually with needle and thread, a variety of manufactured items. Includes weavers and stitchers."	"Syr, skjøter, avstiver eller ferdigstiller, som regel med nål og tråd, en rekke produserte varer. Inkluderer vevere og håndbroderere."	"2017-05-26"
"51-6052.00"	"Tailors, Dressmakers, and Custom Sewers"	"Skredder, kjole- og draktsyer"	"Design, make, alter, repair, or fit garments."	"Designer, syr, syr om, reparerer eller tilpasser klesplagg."	"2017-05-26"
"51-6061.00"	"Textile Bleaching and Dyeing Machine Operators and Tenders"	"Maskinoperatør og maskinpasser, blekemaskiner og fargerimaskiner"	"Operate or tend machines to bleach, shrink, wash, dye, or finish textiles or synthetic or glass fibers."	"Betjener eller ser til maskiner som bleker, krymper, vasker, farger eller ferdigstiller tekstiler eller syntetiske fibre og glassfibre."	"2017-05-26"
"51-6062.00"	"Textile Cutting Machine Setters, Operators, and Tenders"	"Maskinoperatør og maskinpasser, tekstilskjæremasiner"	"Set up, operate, or tend machines that cut textiles."	"Setter opp, betjener eller ser til maskiner som skjærer tekstiler."	"2017-05-26"
"51-6063.00"	"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"	"Maskinoperatør og maskinpasser, strikkemaskiner og vevemaskiner"	"Set up, operate, or tend machines that knit, loop, weave, or draw in textiles."	"Setter opp, betjener eller ser til maskiner som strikker, hemper, vever eller feller av tekstiler."	"2017-05-26"
"51-6064.00"	"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"	"Maskinmontør, maskinoperatør og maskinpasser, hespemaskin, tvinnemaskin og strekkemaskin"	"Set up, operate, or tend machines that wind or twist textiles; or draw out and combine sliver, such as wool, hemp, or synthetic fibers. Includes slubber machine and drawing frame operators."	"Setter opp, betjener eller ser til maskiner som hesper eller tvinner tekstiler; eller trekker ut og knytter sammen spinnebånd, som ull-, hamp- eller syntetfibre. Inkluderer grovspinnemaskin- og strekkemaskinoperatører."	"2017-05-26"
"51-6091.00"	"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"	"Maskinmontør, maskinoperatør og maskinpasser, presse- og formemaskiner"	"Set up, operate, or tend machines that extrude and form continuous filaments from synthetic materials, such as liquid polymer, rayon, and fiberglass."	"Setter opp, betjener eller ser til maskiner som pressformer eller former kontinuerlige fibre fra syntetiske materialer, som flytende polymerer, rayon(silke) og glassfiber."	"2017-05-26"
"51-6092.00"	"Fabric and Apparel Patternmakers"	"Mønsterkonstruktør, tekstil og klær"	"Draw and construct sets of precision master fabric patterns or layouts. May also mark and cut fabrics and apparel."	"Tegner og utformer presise tekstilmønstre eller -design. Kan også merke av og skjære til tekstiler og klær."	"2017-05-26"
"51-6093.00"	"Upholsterers"	"Møbeltapetserer"	"Make, repair, or replace upholstery for household furniture or transportation vehicles."	"Lager, reparerer eller erstatter møbeltapetsering i hjemmemøbler eller i kollektivkjøretøy."	"2017-05-26"
"51-6099.00"	"Textile, Apparel, and Furnishings Workers, All Other"	"Tekstilarbeider, klesarbeider og møbelarbeider, alle andre"	"All textile, apparel, and furnishings workers not listed separately."	"Alle arbeidere inn tekstil-, kles- og møbelbransjen som ikke er ført opp separat."	"2017-05-26"
"51-7011.00"	"Cabinetmakers and Bench Carpenters"	"Møbelsnekker og benkesnekker"	"Cut, shape, and assemble wooden articles or set up and operate a variety of woodworking machines, such as power saws, jointers, and mortisers to surface, cut, or shape lumber or to fabricate parts for wood products."	"Skjærer, former og monterer treprodukter eller setter opp og betjener en rekke trebearbeidingsmaskiner, som elektriske sager, snekkermaskiner og tapphullmaskiner for å plandreie, skjære eller forme tømmer eller for å produsere deler til trevarer."	"2017-05-26"
"51-7021.00"	"Furniture Finishers"	"Ferdigstiller (møbler)"	"Shape, finish, and refinish damaged, worn, or used furniture or new high-grade furniture to specified color or finish."	"Former, ferdigstiller og etterbearbeider skadde, slitte eller brukte møbler eller nye høykvalitetsmøbler med ønsket farge eller finish."	"2017-05-26"
"51-7031.00"	"Model Makers, Wood"	"Modellbygger, treverk"	"Construct full-size and scale wooden precision models of products. Includes wood jig builders and loft workers."	"Bygger fullskala eller mindre presisjonsmodeller av produkter. Inkluderer jigg-byggere og takarbeidere."	"2017-05-26"
"51-7032.00"	"Patternmakers, Wood"	"Mønsterkonstruktør, treverk"	"Plan, lay out, and construct wooden unit or sectional patterns used in forming sand molds for castings."	"Planlegger, legger ut og konstruerer mønstre til tredeler eller treplater til bruk i sandformer til støpeformer."	"2017-05-26"
"51-7041.00"	"Sawing Machine Setters, Operators, and Tenders, Wood"	"Maskinmontør, maskinoperatør og maskinpasser, maskinsager, treverk"	"Set up, operate, or tend wood sawing machines. May operate CNC equipment. Includes lead sawyers."	"Setter opp, betjener eller ser til maskinsager til treverk. Kan betjene CNC-utstyr. Inkluderer sageledere."	"2017-05-26"
"51-7042.00"	"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"	"Maskinmontør, maskinoperatør og maskinpasser, trebearbeidingsmaskiner utenom sager"	"Set up, operate, or tend woodworking machines, such as drill presses, lathes, shapers, routers, sanders, planers, and wood nailing machines. May operate CNC equipment."	"Setter opp, betjener eller ser til trebearbeidingsmaskiner, som søylebormaskiner, dreiebenker, trefreser, slipemaskiner, høvelmaskiner og spikermaskiner. Kan betjene CNC-utstyr."	"2017-05-26"
"51-7099.00"	"Woodworkers, All Other"	"Tømrere, alle andre"	"All woodworkers not listed separately."	"Alle tømrere som ikke er ført opp separat."	"2017-05-26"
"51-8011.00"	"Nuclear Power Reactor Operators"	"Reaktoroperatør, atomkraft"	"Operate or control nuclear reactors. Move control rods, start and stop equipment, monitor and adjust controls, and record data in logs. Implement emergency procedures when needed. May respond to abnormalities, determine cause, and recommend corrective action."	"Drifter eller kontrollerer atomreaktorer. Flytter kontrollstaver, starter og stanser utstyr, overvåker og justerer innstillinger og loggfører data. Iverksetter nødrutiner ved behov. Kan reagere på uregelmessigheter, fastslå årsak og anbefale utbedringstiltak."	"2017-05-26"
"51-8012.00"	"Power Distributors and Dispatchers"	"Kraftfordeler og kraftspeditør"	"Coordinate, regulate, or distribute electricity or steam."	"Samordner, regulerer eller distribuerer elektrisitet eller damp."	"2017-05-26"
"51-8013.00"	"Power Plant Operators"	"Driftsoperatør kraftverk"	"Control, operate, or maintain machinery to generate electric power. Includes auxiliary equipment operators."	"Kontrollerer, drifter eller vedlikeholder maskineri som generere elektrisk kraft. Inkluderer utstyrsoperatører for tilleggsutstyr."	"2017-05-26"
"51-8013.03"	"Biomass Plant Technicians"	"Biomassetekniker"	"Control and monitor biomass plant activities and perform maintenance as needed."		"2022-04-25"
"51-8013.04"	"Hydroelectric Plant Technicians"	"Vannkraftverktekniker"	"Monitor and control activities associated with hydropower generation. Operate plant equipment, such as turbines, pumps, valves, gates, fans, electric control boards, and battery banks. Monitor equipment operation and performance and make necessary adjustments to ensure optimal performance. Perform equipment maintenance and repair as necessary."		"2022-04-25"
"51-8021.00"	"Stationary Engineers and Boiler Operators"	"Elkrafttekniker og kjeloperatør"	"Operate or maintain stationary engines, boilers, or other mechanical equipment to provide utilities for buildings or industrial processes. Operate equipment, such as steam engines, generators, motors, turbines, and steam boilers."	"Betjener eller vedlikeholder stasjonære motorer, kjeler eller annet mekanisk utstyr for å gi tjenester til bygninger eller industriprosesser. Betjener utstyr, som dampmotorer, generatorer, motorer, turbiner og dampkjeler."	"2017-05-26"
"51-8031.00"	"Water and Wastewater Treatment Plant and System Operators"	"Driftsansvarlig, vann- og kloakkrenseanlegg"	"Operate or control an entire process or system of machines, often through the use of control boards, to transfer or treat water or wastewater."	"Drifter eller kontroller en hel prosess eller et maskinsystem, som regel via bruk av et kontrollpanel, for å overføre eller behandle vann eller kloakk."	"2017-05-26"
"51-8091.00"	"Chemical Plant and System Operators"	"Driftsansvarlig, kjemisk anlegg"	"Control or operate entire chemical processes or system of machines."	"Drifter eller kontrollerer kjemiske prosesser eller maskinsystemer."	"2017-05-26"
"51-8092.00"	"Gas Plant Operators"	"Driftsoperatør, gasskraftverk"	"Distribute or process gas for utility companies and others by controlling compressors to maintain specified pressures on main pipelines."	"Distribuerer eller prosesserer gass til energiverk og andre ved å kontrollere kompressorer for å opprettholde bestemte trykk i hovedrørledninger."	"2017-05-26"
"51-8093.00"	"Petroleum Pump System Operators, Refinery Operators, and Gaugers"	"Driftsansvarlig, raffinerioperatør og kontrollør, oljepumpeanlegg"	"Operate or control petroleum refining or processing units. May specialize in controlling manifold and pumping systems, gauging or testing oil in storage tanks, or regulating the flow of oil into pipelines."	"Drifter eller kontrollerer oljeraffineri eller oljebehandlingsanlegg. Kan spesialisere seg på å kontrollere manifold- og pumpesystemer, måle eller teste olje i lagertanker eller justere oljestrøm ut i rørledninger."	"2017-05-26"
"51-8099.00"	"Plant and System Operators, All Other"	"Verks- og driftsansvarlige, andre anlegg"	"All plant and system operators not listed separately."	"Alle verks- og driftsansvarlige som ikke er ført opp separat."	"2017-05-26"
"51-8099.01"	"Biofuels Processing Technicians"	"Prosesstekniker, biodrivstoff"	"Calculate, measure, load, mix, and process refined feedstock with additives in fermentation or reaction process vessels and monitor production process. Perform, and keep records of, plant maintenance, repairs, and safety inspections."	"Beregner, måler, laster, blander og behandler raffinert råmateriale med tilsetninger i gjærings- eller reaksjonsprosessbeholdere og overvåker produksjonsprosessen. Utfører og fører logg over vedlikehold, reparasjoner og sikkerhetsinspeksjoner ved verket."	"2017-05-26"
"51-9011.00"	"Chemical Equipment Operators and Tenders"	"Utstyrsoperatør og utstyrspasser, kjemisk utstyr"	"Operate or tend equipment to control chemical changes or reactions in the processing of industrial or consumer products. Equipment used includes devulcanizers, steam-jacketed kettles, and reactor vessels."	"Betjener eller ser til utstyr som kontroller kjemiske endringer eller reaksjoner i behandling av industri- eller forbrukerprodukter. Utstyret som er brukt, inkluderer regenereringskjeler, dampkjeler og reaktorbeholdere."	"2017-05-26"
"51-9012.00"	"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"	"Maskinmontør, maskinoperatør og maskinpasser, skille-, filtre-, klare-, felle- og destillasjonsmaskineri"	"Set up, operate, or tend continuous flow or vat-type equipment; filter presses; shaker screens; centrifuges; condenser tubes; precipitating, fermenting, or evaporating tanks; scrubbing towers; or batch stills. These machines extract, sort, or separate liquids, gases, or solids from other materials to recover a refined product. Includes dairy processing equipment operators."	"Setter opp, betjener eller ser til gjennomstrømnings- eller kjeleutstyr; filterpresser; ristefiltre; sentrifuger; kondensatorrør; felle-, fermenterings- eller koketanker; vasketårn; eller destillasjonstårn. Disse maskinene ekstraherer, sorterer eller skiller væsker, gasser eller faste stoffer fra andre materialer for å hente ut et raffinert produkt. Inkluderer utstyrsoperatører innen meieriprosessering."	"2017-05-26"
"51-9021.00"	"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"	"Maskinmontør, maskinoperatør og maskinpasser, knuse-, slipe- og poleringsmaskiner"	"Set up, operate, or tend machines to crush, grind, or polish materials, such as coal, glass, grain, stone, food, or rubber."	"Setter opp, betjener eller ser til maskiner som knuser, sliper eller polerer materialer, som kull, glass, korn, stein, mat eller gummi."	"2017-05-26"
"51-9022.00"	"Grinding and Polishing Workers, Hand"	"Knusearbeider og polerer, manuell"	"Grind, sand, or polish, using hand tools or hand-held power tools, a variety of metal, wood, stone, clay, plastic, or glass objects. Includes chippers, buffers, and finishers."	"Knuser, pusser eller polerer, med håndverktøy eller håndholdte elektroverktøy, en rekke metall-, tre-, stein-, leire-, plast- eller glassgjenstander. Inkluderer flishugger, utjevner og ferdigstiller."	"2017-05-26"
"51-9023.00"	"Mixing and Blending Machine Setters, Operators, and Tenders"	"Maskinmontør, maskinoperatør og maskinpasser, blande- og blendemaskiner"	"Set up, operate, or tend machines to mix or blend materials, such as chemicals, tobacco, liquids, color pigments, or explosive ingredients."	"Setter opp, betjener eller ser til maskiner som blander eller blender materialer, som kjemikalier, tobakk, væsker, fargepigmenter eller eksplosivingredienser."	"2017-05-26"
"51-9031.00"	"Cutters and Trimmers, Hand"	"Tilskjærer, manuell"	"Use hand tools or hand-held power tools to cut and trim a variety of manufactured items, such as carpet, fabric, stone, glass, or rubber."	"Bruker håndverktøy eller håndholdte elektroverktøy til å skjære til og trimme en rekke produksjonsvarer, som tepper, tekstiler, stein, glass eller gummi."	"2017-05-26"
"51-9032.00"	"Cutting and Slicing Machine Setters, Operators, and Tenders"	"Maskinmontør, maskinoperatør og maskinpasser, skjære- og snittemaskiner"	"Set up, operate, or tend machines that cut or slice materials, such as glass, stone, cork, rubber, tobacco, food, paper, or insulating material."	"Setter opp, betjener eller ser til maskiner som skjærer eller snitter materialer, som glass, stein, kork, gummi, tobakk, mat, papir eller isolasjonsmaterialer."	"2017-05-26"
"51-9041.00"	"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"	"Maskinmontør, maskinoperatør og maskinpasser, ekstrudere, forme-, presse- og komprimeringsmaskiner"	"Set up, operate, or tend machines, such as glass forming machines, plodder machines, and tuber machines, to shape and form products, such as glassware, food, rubber, soap, brick, tile, clay, wax, tobacco, or cosmetics."	"Setter opp, betjener eller ser til maskiner, som maskiner til glassforming og tubemaskiner, for å gi form til produkter som glasstøy, mat, gummi, såpe, murstein, fliser, leire, voks, tobakk eller kosmetikk."	"2017-05-26"
"51-9051.00"	"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"	"Ovnsarbeider og ovnspasser, roterovnspasser, tørkepasser, fyrkjeloperatør og fyrkjelpasser"	"Operate or tend heating equipment other than basic metal, plastic, or food processing equipment. Includes activities, such as annealing glass, drying lumber, curing rubber, removing moisture from materials, or boiling soap."	"Betjener eller ser til varmeutstyr annet enn grunnleggende utstyr til metall-, plast- eller matforedling. Omfatter arbeid som å avkjøle glass, tørke tømmer, gelatinere gummi, fjerne fukt fra materialer eller koke såpe."	"2017-05-26"
"51-9061.00"	"Inspectors, Testers, Sorters, Samplers, and Weighers"	"Inspektør, produkttester, sorterer, prøvetaker og veier"	"Inspect, test, sort, sample, or weigh nonagricultural raw materials or processed, machined, fabricated, or assembled parts or products for defects, wear, and deviations from specifications. May use precision measuring instruments and complex test equipment."	"Inspiserer, tester, sorterer, tar prøver av eller veier materialer råmaterialer eller foredlede, maskinbehandlede, produserte eller monterte deler eller produkter (utenom jordbruksartikler) for defekter, slitasje og avvik fra spesifikasjoner. Kan bruke instrumenter til presisjonsmåling og komplekst testutstyr."	"2017-05-26"
"51-9071.00"	"Jewelers and Precious Stone and Metal Workers"	"Juveler, edelstenarbeider og edelmetallarbeider"	"Design, fabricate, adjust, repair, or appraise jewelry, gold, silver, other precious metals, or gems. Includes diamond polishers and gem cutters, and persons who perform precision casting and modeling of molds, casting metal in molds, or setting precious and semi-precious stones for jewelry and related products."	"Designer, produserer, justerer, reparerer eller takserer gullsmedvarer, gull, sølv, andre edelmetaller eller andre edelstener. Inkluderer diamantslipere og edelstenslipere, og arbeidere som utfører presisjonsstøping og presisjonsmodellering av støpeformer, støper metaller i former eller fester edelstener og halvedelstener i smykker og liknende produkter."	"2017-05-26"
"51-9071.06"	"Gem and Diamond Workers"	"Edelstenarbeider og diamantarbeider"	"Fabricate, finish, or evaluate the quality of gems and diamonds used in jewelry or industrial tools."	"Produserer, ferdigstiller eller kvalitetsvurderer edelstener og diamenter brukt i smykker eller industriverktøy."	"2017-05-26"
"51-9081.00"	"Dental Laboratory Technicians"	"Faglaborant, tannpleie"	"Construct and repair full or partial dentures or dental appliances."	"Lager og reparer hele eller deler av tannproteser eller kjeveortopedisk apparatur."	"2017-05-26"
"51-9082.00"	"Medical Appliance Technicians"	"Medisinsk utstyrstekniker"	"Construct, fit, maintain, or repair medical supportive devices, such as braces, orthotics and prosthetic devices, joints, arch supports, and other surgical and medical appliances."	"Lager, tilpasser, vedlikeholder eller reparerer medisinsk støtteutstyr, som reguleringer, ortoser og proteser, leddstøtter, fotsåler og annet kirurgisk og medisinsk støtteutstyr."	"2017-05-26"
"51-9083.00"	"Ophthalmic Laboratory Technicians"	"Faglaborant, oftalmologi"	"Cut, grind, and polish eyeglasses, contact lenses, or other precision optical elements. Assemble and mount lenses into frames or process other optical elements. Includes precision lens polishers or grinders, centerer-edgers, and lens mounters."	"Skjærer til, sliper og polerer brilleglass, kontaktlinser eller andre finoptiske deler. Monterer og innfatter glass i innfatninger eller behandler andre optiske bestanddeler. Inkluderer arbeidere som pusser eller sliper presisjonsglass, kantslipere og linsemontører."	"2017-05-26"
"51-9111.00"	"Packaging and Filling Machine Operators and Tenders"	"Maskinoperatør og maskinpasser, pakke- og påfyllingsmaskiner"	"Operate or tend machines to prepare industrial or consumer products for storage or shipment. Includes cannery workers who pack food products."	"Betjener eller ser til maskiner som forbeder industri- eller forbruksvarer på å lagres eller sendes. Inkluderer hermetikkarbeidere som pakker matvarer."	"2017-05-26"
"51-9123.00"	"Painting, Coating, and Decorating Workers"	"Malere, lakkerere og dekoratører"	"Paint, coat, or decorate articles such as furniture, glass, plateware, pottery, jewelry, toys, books, or leather."	"Maler, lakkerer eller dekorerer varer som møbler, glass, servise, keramikkvarer, smykker, leker, bøker eller lær."	"2017-05-26"
"51-9124.00"	"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"	"Billakkerer"	"Set up, operate, or tend spraying or rolling machines to coat or paint any of a wide variety of products, including glassware, cloth, ceramics, metal, plastic, paper, or wood, with lacquer, silver, copper, rubber, varnish, glaze, enamel, oil, or rust-proofing materials. Includes painters of transportation vehicles such as painters in auto body repair facilities."		"2022-04-25"
"51-9141.00"	"Semiconductor Processing Technicians"	"Halvlederbehandler"	"Perform any or all of the following functions in the manufacture of electronic semiconductors: load semiconductor material into furnace; saw formed ingots into segments; load individual segment into crystal growing chamber and monitor controls; locate crystal axis in ingot using x-ray equipment and saw ingots into wafers; and clean, polish, and load wafers into series of special purpose furnaces, chemical baths, and equipment used to form circuitry and change conductive properties."	"Utfører noen av eller alle følgende funksjoner i produksjonen av elektroniske halvledere: laste halvledermaterialer i ovner; sage støpeblokker i segmenter; laste enkeltsegmenter i krystalltrekkekamre og føre tilsyn med kontrollene; finne krystallakser i støpeformer ved å bruke røntgenutstyr og sage støpeformer i skiver; og rengjøre, polere og laste skiver puljevis i spesialovner, kjemikaliebad og utstyr brukt til å lage strømkretser og endre ledningsevner."	"2017-05-26"
"51-9151.00"	"Photographic Process Workers and Processing Machine Operators"	"Fremkaller og maskinoperatør, fremkallingsmaskiner"	"Perform work involved in developing and processing photographic images from film or digital media. May perform precision tasks such as editing photographic negatives and prints."	"Arbeider med å fremkalle og prosessere fotografiske bilder fra film eller digitale medier. Kan utføre presisjonsarbeid som å redigere fotografiske negativer og trykk."	"2017-05-26"
"51-9161.00"	"Computer Numerically Controlled Tool Operators"	"Operatør, mekaniske verktøy"	"Operate computer-controlled tools, machines, or robots to machine or process parts, tools, or other work pieces made of metal, plastic, wood, stone, or other materials. May also set up and maintain equipment."		"2022-04-25"
"51-9162.00"	"Computer Numerically Controlled Tool Programmers"	"Programmerer, mektniske vertøy"	"Develop programs to control machining or processing of materials by automatic machine tools, equipment, or systems. May also set up, operate, or maintain equipment."		"2022-04-25"
"51-9191.00"	"Adhesive Bonding Machine Operators and Tenders"	"Maskinoperatør og maskinpasser, klebebindemaskin"	"Operate or tend bonding machines that use adhesives to join items for further processing or to form a completed product. Processes include joining veneer sheets into plywood; gluing paper; or joining rubber and rubberized fabric parts, plastic, simulated leather, or other materials."	"Betjener eller ser til bindemaskiner som bruker klebemidler til å feste gjenstander sammen før videre prosessering eller for å lage et ferdig produkt. Prosesser inkluderer å feste finerplater sammen; lime papir; eller å feste sammen gummideler eller gummibelagte deler, plast, imitert lær eller andre materialer."	"2017-05-26"
"51-9192.00"	"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"	"Utstyrsoperatør og utstyrspasser, rense-, vaske- og metallbeiseutstyr"	"Operate or tend machines to wash or clean products, such as barrels or kegs, glass items, tin plate, food, pulp, coal, plastic, or rubber, to remove impurities."	"Betjener eller ser til maskiner som vasker eller rengjør produkter, som tønner eller fat, glassgjenstander, tinnplater, mat, fibermasse, plast eller gummi, for å fjerne urenheter."	"2017-05-26"
"51-9193.00"	"Cooling and Freezing Equipment Operators and Tenders"	"Utstyrsoperatør og utstyrspasser, kjøle- og fryseutstyr"	"Operate or tend equipment, such as cooling and freezing units, refrigerators, batch freezers, and freezing tunnels, to cool or freeze products, food, blood plasma, and chemicals."	"Betjener eller ser til utstyr som kjøle- og fryseenheter, kjøleskap, porsjonsfryser og frysetunneler, for å kjøle eller fryse produkter, mat, blodplasma og kjemikalier."	"2017-05-26"
"51-9194.00"	"Etchers and Engravers"	"Etser og gravør"	"Engrave or etch metal, wood, rubber, or other materials. Includes such workers as etcher-circuit processors, pantograph engravers, and silk screen etchers."	"Graverer eller etser metall, tre, gummi eller andre materialer. Inkluderer arbeidere som etser prosessorkretser, pantografgravører og silkeduktrykkere."	"2017-05-26"
"51-9195.00"	"Molders, Shapers, and Casters, Except Metal and Plastic"	"Former, avtrykker og støper, utenom metall og plast"	"Mold, shape, form, cast, or carve products such as food products, figurines, tile, pipes, and candles consisting of clay, glass, plaster, concrete, stone, or combinations of materials."	"Former, avtrykker, støper eller skjærer ut produkter som matvarer, porselensfigurer, fliser, fløyter og lys som består av leire, glass, gips, betong, stein eller kombinasjoner av disse."	"2017-05-26"
"51-9195.03"	"Stone Cutters and Carvers, Manufacturing"	"Steinhugger og steinsliper, produksjon"	"Cut or carve stone according to diagrams and patterns."	"Hugger eller sliper stein baser på diagrammer og mønstre. "	"2017-05-26"
"51-9195.04"	"Glass Blowers, Molders, Benders, and Finishers"	"Glassblåser, glass-støper, glassbøyer og glasspolerer"	"Shape molten glass according to patterns."	"Former smeltet glass etter mønstre."	"2017-05-26"
"51-9195.05"	"Potters, Manufacturing"	"Pottemaker, produksjon"	"Operate production machines such as pug mill, jigger machine, or potter's wheel to process clay in manufacture of ceramic, pottery and stoneware products."	"Betjener produksjonsmaskiner som mørtelblandere, jiggere eller dreieskiver for å behandle leire i produksjon av keramikk, leirvarer og steingods."	"2017-05-26"
"51-9196.00"	"Paper Goods Machine Setters, Operators, and Tenders"	"Maskinmontør, maskinoperatør og maskinpasser, papirvaremaskiner"	"Set up, operate, or tend paper goods machines that perform a variety of functions, such as converting, sawing, corrugating, banding, wrapping, boxing, stitching, forming, or sealing paper or paperboard sheets into products."	"Setter opp, betjener eller ser til papirvaremaskiner som utfører en rekke oppgaver, som å foredle, kutte, bølge, binde, emballere, pakke, stifte, forme eller forsegle papirark eller papplater til produkter."	"2017-05-26"
"51-9197.00"	"Tire Builders"	"Dekkbygger"	"Operate machines to build tires."	"Betjener maskiner som lager dekk."	"2017-05-26"
"51-9198.00"	"Helpers--Production Workers"	"Hjelpere – produksjonsarbeid"	"Help production workers by performing duties requiring less skill. Duties include supplying or holding materials or tools, and cleaning work area and equipment."	"Hjelper produksjonsarbeidere ved å utføre oppgaver som krever mindre ferdigheter. Arbeidsoppgaver inkluderer å forsyne med eller holde materialer eller verktøy, og å rengjøre arbeidsplassen og -utstyr."	"2017-05-26"
"51-9199.00"	"Production Workers, All Other"	"Produksjonsarbeider, alle andre"	"All production workers not listed separately."	"Alle produksjonsarbeidere som ikke er ført opp separat."	"2017-05-26"
"53-1041.00"	"Aircraft Cargo Handling Supervisors"	"Bagasjeekseditør (lufthavn)"	"Supervise and coordinate the activities of ground crew in the loading, unloading, securing, and staging of aircraft cargo or baggage. May determine the quantity and orientation of cargo and compute aircraft center of gravity. May accompany aircraft as member of flight crew and monitor and handle cargo in flight, and assist and brief passengers on safety and emergency procedures. Includes loadmasters."		"2022-04-25"
"53-1042.00"	"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"	"Førstelinjeleder transportarbeidere"	"Directly supervise and coordinate the activities of helpers, laborers, or material movers, hand."		"2022-04-25"
"53-1042.01"	"Recycling Coordinators"	"Resirkulerings-koordinator"	"Supervise curbside and drop-off recycling programs for municipal governments or private firms."		"2022-04-25"
"53-1043.00"	"First-Line Supervisors of Material-Moving Machine and Vehicle Operators"	"Førstelinjeleder for transportmaskinarbeidere"	"Directly supervise and coordinate activities of material-moving machine and vehicle operators and helpers."		"2022-04-25"
"53-1044.00"	"First-Line Supervisors of Passenger Attendants"	"(Førstelinjeleder skyssverter)"	"Supervise and coordinate activities of passenger attendants."		"2022-04-25"
"53-1049.00"	"First-Line Supervisors of Transportation Workers, All Other"	"Førstelinjeleder transportarbeidere"	"All first-line supervisors of transportation workers not listed separately."		"2022-04-25"
"53-2011.00"	"Airline Pilots, Copilots, and Flight Engineers"	"Ruteflyger, annenflyger og flymekaniker"	"Pilot and navigate the flight of fixed-wing, multi-engine aircraft, usually on scheduled air carrier routes, for the transport of passengers and cargo. Requires Federal Air Transport Pilot certificate and rating for specific aircraft type used. Includes regional, National, and international airline pilots and flight instructors of airline pilots."	"Flyr og navigerer flyingen ved fastvingefly, flermotorfly, til vanlig i rutefly, for å transportere passasjerer eller last. Krever sertifikat utstedt av Luftfartstilsynet og spesifisering for flytype. Inkluderer flygere på regionale, nasjonale og internasjonale rutefly og flyinstruktører for ruteflygere."	"2017-05-26"
"53-2012.00"	"Commercial Pilots"	"Trafikkflyger"	"Pilot and navigate the flight of fixed-winged aircraft on nonscheduled air carrier routes, or helicopters. Requires Commercial Pilot certificate. Includes charter pilots with similar certification, and air ambulance and air tour pilots."	"Flyr og navigerer flyingen for fastvingefly for transportfly, utenom rutefly, eller helikoptre. Krever sertifikat for trafikkflygere. Inkluderer sjarterflygere med tilsvarende sertifisering og luftambulanseflygere og sightseeing-flygere."	"2017-05-26"
"53-2021.00"	"Air Traffic Controllers"	"Flygeleder"	"Control air traffic on and within vicinity of airport and movement of air traffic between altitude sectors and control centers according to established procedures and policies. Authorize, regulate, and control commercial airline flights according to government or company regulations to expedite and ensure flight safety."	"Kontrollerer flytrafikken på og i nærheten av flyplasser og lufttrafikk mellom flygenivåer og kontrollsentre i henhold til etablerte prosedyrer og retningslinjer. Autoriserer, regulerer og kontrollerer kommersielle rutefly i henhold til offentlig lovverk eller arbeidsreglement for å ekspedere og sørge for flysikkerhet."	"2017-05-26"
"53-2022.00"	"Airfield Operations Specialists"	"Driftsspesialist, flyplass"	"Ensure the safe takeoff and landing of commercial and military aircraft. Duties include coordination between air-traffic control and maintenance personnel; dispatching; using airfield landing and navigational aids; implementing airfield safety procedures; monitoring and maintaining flight records; and applying knowledge of weather information."	"Sørger for at rutefly og militærfly lander og tar av trygt. Oppgaver inkluderer å samordne mellom flygeleder og vedlikeholdspersonale; ekspedere; bruke hjelpemidler til landing og navigasjon; iverksette sikkerhetsprosedyrer på flyplassen; overvåke og vedlikeholde flyprotokoller; og anvende kunnskap om værinformasjon."	"2017-05-26"
"53-2031.00"	"Flight Attendants"	"Kabinpersonale"	"Provide personal services to ensure the safety, security, and comfort of airline passengers during flight. Greet passengers, verify tickets, explain use of safety equipment, and serve food or beverages."	"Yter personlig service for å sørge for trygghet, sikkerhet og komfort for flypassasjerer under flyturen. Tar imot passasjerer, kontrollerer billetter, demonstrerer bruk av sikkerhetsutstyr og serverer mat eller drikke."	"2017-05-26"
"53-3011.00"	"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"	"Ambulansesjåfør og ambulansepersonale, utenom ambulansearbeider"	"Drive ambulance or assist ambulance driver in transporting sick, injured, or convalescent persons. Assist in lifting patients."	"Kjører ambulanse eller bistår ambulansesjåfører med å transportere syke, skadde eller rekonvalesenter. Hjelper med å løfte pasienter."	"2017-05-26"
